Slope
7.94E-05
0.000119078
0.000185232
0.000251386
0.000330771
0.000383695
0.000330771
0.000516003
0.000555696
0.000502772
0.000648312
0.000688004
0.000833544
0.000701235
0.001005544
0.000740928
0.001177546
0.001058468
0.001018775
0.001217238
0.00108493
0.001045237
0.001177546
0.001323085
0.0012437
0.001111391
0.001071699
0.001349547
0.000952621
0.001164315
0.001296623
0.001574471
0.001587702
0.001349547
0.001653856
0.001574471
0.001825857
0.001706779
0.001680318
0.001733241
0.001680318
0.001772934
0.001693549
0.001455393
0.001442162
0.001812626
0.001521548
0.001296623
0.001428932
0.001336316
0.001336316
0.001376008
0.001323085
0.001323085
0.001323085
0.001204007
0.001323085
0.001230469
0.000992314
0.001283392
0.00093939
0.001018775
0.00108493
0.00109816
0.001124622
0.001151084
0.000992314
0.001018775
0.00108493
0.000992314
0.000661542
0.001005544
0.00078062
0.001045237
0.000740928
0.001071699
0.00078062
0.00078062
0.000926159
0.000899698
0.000820313
0.000873236
0.000807082
0.000767389
0.001058468
0.000767389
0.000793851
0.000648312
0.00062185
0.000701235
0.000767389
0.000595388
0.000674773
0.000410156
0.000820313
0.00062185
0.000568927
0.000595388
0.000476311
0.000542465
0.000489541
0.000489541
0.000423387
0.000489541
0.000529234
0.000568927
0.000648312
0.000635081
0.000449849
0.000555696
0.000648312
0.000449849
0.000423387
0.000529234
0.000542465
0.000568927
0.000383695
0.000396926
0.000370464
0.000211694
0.000330771
0.000264617
0.000396926
0.000330771
0.000330771
0.000357233
0.000330771
0.000251386
0.000357233
0.000423387
0.000396926
0.000277848
0.000330771
0.000330771
0.000396926
0.000264617
0.000344002
0.00030431
0.000291079
0.000224924
0.000238155
0.000264617
0.00031754
0.00015877
0.00030431
0.000185232
0.000357233
0.000251386
0.000238155
0.000198463
0.000238155
0.000224924
0.000224924
0.000277848
0.000251386
0.000291079
0.000291079
0.000172001
0.00015877
0.000172001
0.000145539
0.000211694
0.00030431
0.000264617
0.000251386
0.000198463
0.000172001
0.000238155
0.000211694
0.000119078
0.000132309
0.00015877
0.000145539
0.000119078
0.000145539
0.000185232
0.000145539
0.000198463
0.000224924
0.000145539
5.29E-05
0.000105847
0.000132309
0.000145539
0.000105847
0.000105847
0.000132309
9.26E-05
0.000145539
9.26E-05
0.000145539
0.000145539
0.000145539
0.000172001
0.000119078
0.000172001
0.000105847
0.000198463
0.000105847
0.000185232
5.29E-05
0.000105847
0.000119078
7.94E-05
0.000105847
7.94E-05
0.000132309
6.62E-05
7.94E-05
0.000172001
0.000172001
5.29E-05
0.00015877
9.26E-05
0.000198463
7.94E-05
0.000105847
7.94E-05
5.29E-05
3.97E-05
0.000119078
0.000132309
0.000119078
0.000132309
7.94E-05
2.65E-05
0.000105847
9.26E-05
7.94E-05
3.97E-05
0.00015877
9.26E-05
7.94E-05
0.000105847
7.94E-05
0.000105847
6.62E-05
0.000119078
0.000145539
0.000105847
5.29E-05
0.000145539
7.94E-05
0.000119078
5.29E-05
5.29E-05
0.000105847
7.94E-05
0.000105847
0.000105847
5.29E-05
0.000105847
2.65E-05
0.000132309
6.62E-05
6.62E-05
5.29E-05
0.000119078
9.26E-05
6.62E-05
5.29E-05
7.94E-05
0.000145539
9.26E-05
7.94E-05
5.29E-05
3.97E-05
1.32E-05
5.29E-05
7.94E-05
2.65E-05
3.97E-05
2.65E-05
7.94E-05
7.94E-05
9.26E-05
7.94E-05
7.94E-05
3.97E-05
7.94E-05
9.26E-05
0.000105847
7.94E-05
7.94E-05
0.000105847
0.000105847
9.26E-05
0.000145539
7.94E-05
2.65E-05
5.29E-05
3.97E-05
5.29E-05
7.94E-05
3.97E-05
2.65E-05
7.94E-05
0.000105847
9.26E-05
6.62E-05
9.26E-05
5.29E-05
1.32E-05
9.26E-05
3.97E-05
1.32E-05
2.65E-05
2.65E-05
2.65E-05
9.26E-05
5.29E-05
5.29E-05
1.32E-05
1.32E-05
3.97E-05
6.62E-05
5.29E-05
5.29E-05
1.32E-05
2.65E-05
2.65E-05
7.94E-05
2.65E-05
3.97E-05
0
5.29E-05
6.62E-05
5.29E-05
3.97E-05
5.29E-05
5.29E-05
3.97E-05
2.65E-05
2.65E-05
0
3.97E-05
1.32E-05
2.65E-05
5.29E-05
3.97E-05
2.65E-05
2.65E-05
6.62E-05
2.65E-05
6.62E-05
5.29E-05
5.29E-05
0
0
5.29E-05
2.65E-05
2.65E-05
6.62E-05
1.32E-05
2.65E-05
3.97E-05
1.32E-05
2.65E-05
3.97E-05
2.65E-05
3.97E-05
2.65E-05
3.97E-05
3.97E-05
6.62E-05
1.32E-05
2.65E-05
2.65E-05
1.32E-05
1.32E-05
6.62E-05
1.32E-05
3.97E-05
6.62E-05
5.29E-05
3.97E-05
1.32E-05
5.29E-05
0
5.29E-05
3.97E-05
1.32E-05
2.65E-05
1.32E-05
2.65E-05
3.97E-05
1.32E-05
3.97E-05
5.29E-05
1.32E-05
5.29E-05
3.97E-05
2.65E-05
1.32E-05
1.32E-05
5.29E-05
3.97E-05
3.97E-05
0
2.65E-05
0
1.32E-05
1.32E-05
